City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Majene,ID,-3.5403,118.9707,76.75,89,100,7.38,overcast clouds
345,Manturovo,RU,58.3353,44.7619,22.35,61,48,12.44,scattered clouds
346,Satwas,IN,22.5333,76.6833,60.1,39,0,5.61,clear sky
347,Sahuaripa,MX,29.05,-109.2333,77.7,24,48,5.08,scattered clouds
348,Scarborough,GB,54.2797,-0.4044,47.77,90,100,5.41,overcast clouds
349,Norrtalje,SE,59.758,18.705,35.02,70,65,9.42,broken clouds
350,Bintulu,MY,3.1667,113.0333,75.61,100,20,3.44,few clouds
351,Las Palmas,ES,28.4204,-14.0131,70.59,68,20,11.5,few clouds
352,Clyde River,CA,70.4692,-68.5914,-0.17,85,100,8.05,overcast clouds
353,Victoria,HK,22.2855,114.1577,77.38,82,87,4.0,overcast clouds
354,Mino,JP,34.8269,135.4706,51.03,78,0,3.44,clear sky
355,Myitkyina,MM,25.3833,97.4,55.58,65,0,2.66,clear sky
356,Marystown,CA,47.1666,-55.1483,37.65,65,96,24.47,overcast clouds
357,Ancud,CL,-41.8697,-73.8203,55.44,64,100,10.78,overcast clouds
358,Lukovetskiy,RU,64.2956,41.9211,22.41,96,53,4.09,broken clouds
359,Tanta,EG,30.7885,31.0019,61.95,66,0,5.93,clear sky
360,Olafsvik,IS,64.8945,-23.7142,42.8,73,29,22.79,scattered clouds
361,Zhaotong,CN,27.3167,103.7167,44.69,84,100,4.85,overcast clouds
362,Crixas,BR,-14.5489,-49.9692,73.56,79,100,10.89,overcast clouds
363,Waipawa,NZ,-41.4122,175.5153,58.55,88,65,3.53,broken clouds
364,Sterling,US,39.0062,-77.4286,48.02,43,40,13.0,scattered clouds
365,Gat,IL,31.61,34.7642,65.39,72,0,6.42,clear sky
366,Collie,AU,-33.3667,116.15,47.57,75,100,3.36,overcast clouds
367,Kardamaina,GR,36.7814,27.1425,67.48,82,20,8.05,few clouds
368,Derry,GB,54.9981,-7.3093,44.33,76,20,11.5,few clouds
369,Ngunguru,NZ,-35.6167,174.5,65.14,72,12,14.05,few clouds
370,Sigli,ID,5.3848,95.9609,78.58,84,100,3.36,light rain
371,Hurghada,EG,27.2574,33.8129,69.84,43,0,8.05,clear sky
372,Senador Jose Porfirio,BR,-2.5908,-51.9542,89.02,50,76,1.3,broken clouds
373,Rapid Valley,US,44.0625,-103.1463,31.37,30,0,8.99,clear sky
374,Itaituba,BR,-4.2761,-55.9836,82.56,74,40,9.22,scattered clouds
375,Ancona,IT,43.55,13.1667,56.66,63,40,4.61,mist
376,Awjilah,LY,29.1081,21.2869,69.96,23,0,10.38,clear sky
377,Fayaoue,NC,-20.65,166.5333,77.5,79,100,12.88,overcast clouds
378,Djibo,BF,14.1022,-1.6306,81.16,15,18,8.23,few clouds
379,Kuito,AO,-12.3833,16.9333,61.7,90,100,3.98,overcast clouds
380,Fukue,JP,32.6881,128.8419,63.57,83,100,7.78,overcast clouds
381,San Jeronimo,PE,-11.9472,-75.2829,65.23,39,100,7.14,overcast clouds
382,Senneterre,CA,48.3835,-77.2328,21.4,67,100,7.45,overcast clouds
383,Padang,ID,-0.9492,100.3543,75.79,88,100,3.04,overcast clouds
384,Cockburn Town,TC,21.4612,-71.1419,82.36,65,40,11.5,scattered clouds
385,Along,IN,28.1667,94.7667,53.71,70,0,1.52,clear sky
386,Ozinki,RU,51.1786,49.6769,42.78,97,100,14.03,overcast clouds
387,Ambon,ID,-3.6954,128.1814,77.14,94,40,4.61,scattered clouds
388,Kushiro,JP,42.975,144.3747,37.71,72,99,6.2,overcast clouds
389,Cacapava Do Sul,BR,-30.5122,-53.4914,83.95,32,1,7.29,clear sky
390,Namatanai,PG,-3.6667,152.4333,79.09,75,100,4.63,overcast clouds
391,Coquimbo,CL,-29.9533,-71.3436,64.13,77,75,11.5,broken clouds
392,Mandalgovi,MN,45.7625,106.2708,11.28,67,6,22.19,clear sky
393,Vidim,RU,56.4088,103.1106,-3.75,100,52,1.97,broken clouds
394,Necochea,AR,-38.5473,-58.7368,64.98,89,100,8.14,light rain
395,Lososina,RU,48.9975,140.3106,24.46,70,71,4.94,broken clouds
396,Atar,MR,20.5169,-13.0499,76.86,14,0,7.74,clear sky
397,Solano,US,38.2333,-121.9511,68.65,28,0,17.27,clear sky
398,Faya,SA,18.3851,42.4509,60.91,76,21,1.54,few clouds
399,Roma,US,43.2128,-75.4557,37.38,60,100,12.66,overcast clouds
400,Jiwani,PK,25.05,61.7417,78.55,66,65,10.58,broken clouds
401,Sheridan,US,44.8333,-106.9173,31.32,40,0,3.44,clear sky
402,Ixtapa,MX,20.7,-105.2,78.03,73,40,9.22,scattered clouds
403,Gambela,ET,8.25,34.5833,75.25,71,7,3.58,clear sky
404,Broome,US,42.2506,-75.833,38.7,56,100,20.71,overcast clouds
405,Silver City,US,32.7701,-108.2803,52.92,39,0,5.99,clear sky
406,Namtsy,RU,62.7161,129.6658,-11.18,98,100,3.89,overcast clouds
407,Englewood,US,39.6478,-104.9878,28.35,60,40,4.61,light snow
408,Burnie,AU,-41.0667,145.9167,51.94,91,88,12.26,overcast clouds
409,Amapa,BR,1.0,-52.0,91.4,39,100,4.09,overcast clouds
410,Tokur,RU,53.1333,132.9,-1.12,100,97,2.73,overcast clouds
411,Adrar,MR,20.5022,-10.0711,72.07,13,0,8.75,clear sky
412,Viedma,AR,-40.8135,-62.9967,79.38,45,98,18.07,overcast clouds
413,Marrakesh,MA,31.6315,-8.0083,62.67,77,75,12.66,broken clouds
414,Bagotville,AU,-28.9833,153.4167,62.08,76,7,2.53,clear sky
415,Tutoia,BR,-2.7619,-42.2744,81.16,74,62,9.89,broken clouds
416,Lianran,CN,24.9227,102.485,48.74,84,0,1.34,clear sky
417,Livenka,RU,50.4491,38.2959,10.89,97,76,2.24,broken clouds
418,Fuerte Olimpo,PY,-21.0415,-57.8738,101.68,13,0,3.87,clear sky
419,Voh,NC,-20.9667,164.7,74.25,78,100,6.38,overcast clouds
420,Jalu,LY,29.0331,21.5482,69.96,23,0,10.2,clear sky
421,Taoudenni,ML,22.6783,-3.9836,76.08,13,87,1.95,overcast clouds
422,Pechenga,RU,69.5259,31.1703,27.9,88,45,9.73,scattered clouds
423,Vawkavysk,BY,53.1561,24.4513,23.77,91,94,10.67,overcast clouds
424,Villa Union,MX,23.2,-106.2333,82.36,44,40,3.44,scattered clouds
425,Ibipeba,BR,-11.6408,-42.0111,73.89,77,100,4.36,moderate rain
426,Arcata,US,40.8665,-124.0828,53.58,87,0,4.61,clear sky
427,Marsa Matruh,EG,31.3525,27.2453,71.8,24,0,14.97,clear sky
428,Olinda,BR,-8.0089,-34.8553,82.13,65,40,8.05,scattered clouds
429,Pangkalanbuun,ID,-2.6833,111.6167,73.09,99,100,2.28,overcast clouds
430,Vazante,BR,-17.9869,-46.9078,82.18,46,39,9.48,scattered clouds
431,Hofn,IS,64.2539,-15.2082,44.67,95,100,8.61,overcast clouds
432,Roald,NO,62.5833,6.1333,42.94,81,0,8.05,clear sky
433,Pokrovsk,UA,48.282,37.1758,32.68,84,100,7.23,overcast clouds
434,Colesberg,ZA,-30.72,25.0972,71.04,11,72,15.93,broken clouds
435,Asenovgrad,BG,42.0167,24.8667,51.28,100,100,2.3,mist
436,Sola,VU,-13.8833,167.55,81.59,70,92,5.68,overcast clouds
437,Evansville,US,37.9748,-87.5558,37.45,42,0,13.8,clear sky
438,Kenitra,MA,34.261,-6.5802,57.96,57,72,8.9,broken clouds
439,Naryan-Mar,RU,67.6713,53.087,7.29,91,23,5.01,few clouds
440,Turukhansk,RU,65.8167,87.9833,9.12,94,100,20.85,light snow
441,Krasnoselkup,RU,65.7,82.4667,11.95,94,100,18.88,light snow
442,Salalah,OM,17.0151,54.0924,80.69,69,40,5.75,scattered clouds
443,Zalantun,CN,48.0,122.7167,32.47,59,100,13.27,light snow
444,Abu Kamal,SY,34.4506,40.9171,63.32,53,0,7.96,clear sky
445,Ranong,TH,9.9658,98.6348,75.92,87,99,0.4,overcast clouds
446,Smolenka,RU,52.1352,113.4974,17.67,53,100,8.95,overcast clouds
447,Usinsk,RU,65.9939,57.5281,4.32,94,14,10.54,few clouds
448,Talara,PE,-4.5772,-81.2719,79.56,61,0,16.11,clear sky
449,Mazara Del Vallo,IT,37.6641,12.588,67.95,88,9,6.29,clear sky
450,Khasan,RU,42.4308,130.6434,40.26,59,100,4.63,overcast clouds
451,Benghazi,LY,32.1167,20.0667,70.57,70,0,5.59,clear sky
452,Ondangwa,NA,-17.9167,15.95,78.8,14,54,17.27,broken clouds
453,Beitbridge,ZW,-22.2167,30.0,87.53,29,1,13.33,clear sky
454,Westport,US,41.1415,-73.3579,44.89,42,40,11.5,scattered clouds
455,Pachelma,RU,53.2443,43.3521,27.25,95,100,17.11,overcast clouds
456,Bowen,AU,-20.0167,148.2333,79.25,79,89,10.74,overcast clouds
457,Taylor,US,32.3001,-99.8337,44.02,65,100,14.97,overcast clouds
458,Mogadishu,SO,2.0371,45.3438,79.48,84,62,12.86,broken clouds
459,Jiuquan,CN,39.7432,98.5174,31.8,32,75,3.89,broken clouds
460,Muroto,JP,33.2833,134.15,60.15,59,65,13.31,broken clouds
461,Boden,SE,65.8252,21.6886,19.4,91,16,4.41,few clouds
462,Celestun,MX,20.8667,-90.4,81.72,64,82,14.83,broken clouds
463,Shushenskoye,RU,53.325,91.9356,17.44,92,75,2.84,broken clouds
464,Egvekinot,RU,66.3167,-179.1667,-11.76,99,100,4.32,overcast clouds
465,Kenai,US,60.5544,-151.2583,27.14,87,0,6.91,clear sky
466,Umm Lajj,SA,25.0213,37.2685,75.9,52,100,7.16,overcast clouds
467,Belaya Gora,RU,68.5333,146.4167,-18.94,92,100,5.03,overcast clouds
468,Ginebra,CH,46.2022,6.1457,47.25,83,75,2.3,broken clouds
469,Nioro,GM,13.35,-15.75,81.93,22,100,3.6,overcast clouds
470,Say,NE,13.1007,2.3689,80.31,23,50,7.34,scattered clouds
471,Pierre,US,44.3683,-100.351,26.85,59,75,17.27,broken clouds
472,Lata,PT,40.1629,-8.3327,56.8,87,29,4.09,scattered clouds
473,Fairbanks,US,64.8378,-147.7164,9.61,82,0,0.0,clear sky
474,Zunheboto,IN,25.9667,94.5167,47.68,75,1,3.94,clear sky
475,Ati,TD,13.2154,18.3353,80.08,20,4,9.35,clear sky
476,Sassandra,CI,4.95,-6.0833,78.17,81,5,5.14,light rain
477,Redmond,US,47.674,-122.1215,50.38,38,0,1.99,clear sky
478,Saint Anthony,US,45.0205,-93.218,20.98,69,40,16.11,scattered clouds
479,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,103.42,15,0,8.97,clear sky
480,Camacupa,AO,-12.0167,17.4833,62.98,93,100,4.63,overcast clouds
481,Udalguri,IN,26.7667,92.1333,61.38,74,6,5.75,clear sky
482,Jieshi,CN,22.8134,115.8257,70.83,81,1,10.04,clear sky
483,Cienfuegos,CU,22.1461,-80.4356,84.34,70,75,9.22,broken clouds
484,Luau,AO,-10.7073,22.2247,64.81,96,100,2.15,light rain
485,Tommot,RU,58.9564,126.2925,10.98,97,100,1.97,light snow
486,Tra Vinh,VN,9.9347,106.3453,77.32,84,100,6.91,overcast clouds
487,Ust-Maya,RU,60.4167,134.5333,-10.1,100,97,2.44,overcast clouds
488,Najran,SA,17.4924,44.1277,65.05,24,2,0.89,clear sky
489,Mosquera,CO,4.7059,-74.2302,60.89,67,75,11.5,broken clouds
490,Chara,RU,56.9064,118.2631,12.02,82,100,6.87,light snow
491,Margate,GB,51.3813,1.3862,49.69,82,16,1.99,few clouds
492,Camana,PE,-16.6228,-72.7111,69.39,68,49,8.1,scattered clouds
493,Tame,CO,6.461,-71.73,74.53,90,100,1.25,overcast clouds
494,Mahibadhoo,MV,3.7833,72.9667,81.1,77,100,17.6,overcast clouds
495,Tarakan,ID,3.3,117.6333,76.5,94,75,3.44,broken clouds
496,Kyrylivka,UA,46.3759,35.3675,47.59,87,100,19.17,overcast clouds
497,Clarence Town,AU,-32.5833,151.7833,60.85,83,4,1.88,clear sky
498,Kirkuk,IQ,35.4681,44.3922,58.64,57,1,4.47,clear sky
499,Mrakovo,RU,52.7161,56.6244,27.95,91,100,5.68,light snow
500,Mehamn,NO,71.0357,27.8492,37.35,44,0,13.8,clear sky
501,Taksimo,RU,56.3444,114.8794,4.86,90,96,4.0,overcast clouds
502,Tilichiki,RU,60.4667,166.1,3.31,88,39,5.39,scattered clouds
503,Pitimbu,BR,-7.4706,-34.8086,82.99,69,96,9.1,overcast clouds
504,Severo-Kurilsk,RU,50.6789,156.125,31.93,74,83,17.34,broken clouds
505,Richards Bay,ZA,-28.783,32.0377,73.92,93,4,4.05,clear sky
506,Mitsamiouli,KM,-11.3847,43.2844,78.21,80,7,12.24,clear sky
507,Ciudad Bolivar,VE,8.1222,-63.5497,85.8,62,100,6.53,overcast clouds
508,Novita,CO,4.9551,-76.6053,79.56,84,100,2.62,overcast clouds
509,Odesskoye,RU,54.2111,72.9651,9.63,93,100,6.62,overcast clouds
510,Flinders,AU,-34.5833,150.8552,57.38,84,85,4.0,overcast clouds
511,Isla Mujeres,MX,21.2311,-86.731,80.65,72,8,14.47,light rain
512,Nizhneudinsk,RU,54.9076,99.0276,14.74,97,83,2.64,broken clouds
513,Calama,CL,-22.4667,-68.9333,77.49,10,0,28.77,clear sky
514,Zhob,PK,31.3411,69.4481,54.52,33,86,0.38,overcast clouds
515,Mbuji-Mayi,CD,-6.15,23.6,68.85,97,100,3.96,overcast clouds
516,Aosta,IT,45.7667,7.4167,33.37,41,24,5.32,few clouds
517,Bhuj,IN,23.2667,69.6667,71.74,37,0,1.83,clear sky
518,Souillac,MU,-20.5167,57.5167,68.38,77,20,4.61,few clouds
519,Morros,BR,-9.4467,-46.3003,80.46,66,57,5.99,broken clouds
520,Krasnokholmskiy,RU,55.9873,55.0466,24.01,96,100,8.48,overcast clouds
521,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,82.2,78,20,4.61,few clouds
522,Bombay,IN,19.0144,72.8479,78.78,36,6,0.0,smoke
523,Veraval,IN,20.9,70.3667,74.91,38,0,8.46,clear sky
524,Northam,GB,51.0333,-4.2167,49.39,73,14,9.75,few clouds
525,San Quintin,MX,30.4833,-115.95,65.21,47,0,8.41,clear sky
526,Sioux Lookout,CA,50.1001,-91.917,17.67,62,100,11.5,overcast clouds
527,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,70,72,2.21,broken clouds
528,Malmesbury,ZA,-33.4608,18.7271,60.78,89,99,2.1,overcast clouds
529,Anloga,GH,5.7947,0.8973,81.19,73,3,9.93,clear sky
530,Jimma,ET,7.6667,36.8333,60.64,69,74,0.96,broken clouds
531,Sfantu Gheorghe,RO,45.8667,25.7833,54.57,53,100,3.51,overcast clouds
532,Kota Tinggi,MY,1.7381,103.8999,82.44,95,100,3.42,light rain
533,Rupert,US,42.6191,-113.6772,27.18,46,0,4.61,clear sky
534,Baherden,TM,38.4362,57.4316,59.14,55,0,4.52,clear sky
535,Chebsara,RU,59.2002,38.8356,15.13,73,7,13.22,clear sky
536,Samarai,PG,-10.6167,150.6667,82.6,79,85,10.76,overcast clouds
537,Americo Brasiliense,BR,-21.7244,-48.1017,85.08,32,40,14.52,scattered clouds
538,Aboso,GH,5.3617,-1.9473,75.31,86,14,3.76,few clouds
539,Elizabeth City,US,36.2946,-76.2511,53.04,40,0,5.75,clear sky
540,Altayskoye,RU,51.9533,85.3325,15.64,92,87,3.76,overcast clouds
541,Omsukchan,RU,62.5333,155.8,-26.36,89,12,4.54,few clouds
542,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,90,40,19.57,scattered clouds
543,Novobelokatay,RU,55.7062,58.9549,13.78,96,100,1.43,overcast clouds
544,Nishihara,JP,26.1842,127.7558,74.48,88,75,9.22,broken clouds
545,Ixhuatan,MX,16.3569,-94.4825,90.82,43,4,7.83,clear sky
546,Katangli,RU,51.7102,143.2326,22.06,87,100,6.22,overcast clouds
547,Nenjiang,CN,49.1833,125.2167,31.35,59,100,16.13,overcast clouds
548,Sinegorye,RU,62.0788,150.477,-20.87,82,6,5.12,clear sky
549,Almaznyy,RU,48.0448,40.045,33.42,83,100,2.24,overcast clouds
550,Itoman,JP,26.1247,127.6694,75.22,88,75,9.22,broken clouds
551,Acapulco,MX,16.8634,-99.8901,87.62,58,0,8.05,clear sky
552,Palu,ID,-0.8917,119.8707,74.1,93,100,3.33,overcast clouds
553,Matagami,CA,49.7502,-77.6328,19.51,79,100,8.05,overcast clouds
554,Villeneuve-Sur-Lot,FR,44.5,0.6667,48.25,92,92,2.62,overcast clouds
555,Adeje,ES,28.1227,-16.726,72.48,81,20,9.22,few clouds
556,Tondano,ID,1.3038,124.9112,68.09,94,100,1.86,overcast clouds
557,Bonthe,SL,7.5264,-12.505,79.54,80,77,6.17,broken clouds
558,Whitehorse,CA,60.7161,-135.0538,10.02,82,75,9.22,broken clouds
559,Alma,CA,48.5501,-71.6491,24.1,82,100,6.46,light snow
560,Carhuamayo,PE,-10.9167,-76.0333,48.45,42,100,13.8,overcast clouds
561,Nyuksenitsa,RU,60.4128,44.2397,15.19,78,6,7.07,clear sky
562,Santa Maria,BR,-29.6842,-53.8069,90.7,27,0,11.5,clear sky
563,Nalut,LY,30.3333,10.85,63.77,44,0,3.78,clear sky
564,Caravelas,BR,-17.7125,-39.2481,72.82,90,100,14.0,overcast clouds
565,Stokmarknes,NO,68.5646,14.9108,40.96,47,0,5.75,clear sky
566,Pelym,RU,61.0108,61.9978,12.22,86,100,9.31,overcast clouds
567,Sindor,RU,62.8629,51.8905,12.97,97,70,4.99,broken clouds
568,Bondo,CD,3.8146,23.6866,68.65,96,100,2.95,overcast clouds
569,Sembakung,ID,3.8167,117.25,74.5,99,100,1.86,very heavy rain
570,Hobyo,SO,5.3505,48.5268,80.26,72,0,11.25,clear sky
571,Utica,US,43.1009,-75.2327,37.4,63,88,5.01,overcast clouds
572,Rimbey,CA,52.6334,-114.2353,27.63,72,14,11.12,few clouds
573,Yabelo,ET,4.8833,38.0833,61.43,69,0,13.98,clear sky
574,Apodi,BR,-5.6642,-37.7989,89.55,43,63,16.89,broken clouds
575,Dali,CN,25.7,100.1833,44.37,53,0,1.9,clear sky
576,Adre,TD,13.4667,22.2,71.49,22,2,11.03,clear sky
577,Umm Kaddadah,SD,13.6017,26.6876,69.08,20,6,12.53,clear sky
578,Paamiut,GL,61.994,-49.6678,21.83,83,100,6.67,overcast clouds
579,Bodhan,IN,18.6667,77.9,62.69,63,81,3.33,broken clouds
580,Santiago Del Estero,AR,-27.7951,-64.2615,104.41,15,0,16.87,clear sky
581,Wangkui,CN,46.8333,126.5,28.96,74,100,11.12,overcast clouds
582,Kolondieba,ML,11.0882,-6.8926,76.84,21,100,1.66,overcast clouds
583,Primero De Enero,CU,21.9469,-78.4283,82.02,70,86,14.03,overcast clouds
584,Ridgecrest,US,35.6225,-117.6709,59.38,21,100,1.99,overcast clouds
585,Kalemie,CD,-5.9475,29.1947,69.66,88,100,5.61,light rain
586,Kuchera,IN,26.9839,73.9719,64.65,29,47,6.69,scattered clouds
587,Saint-Georges,GD,12.0564,-61.7485,85.68,74,20,17.27,few clouds
588,Puerto Carreno,CO,6.189,-67.4859,78.78,89,20,3.44,few clouds
589,Grand-Lahou,CI,5.1367,-5.0242,79.03,81,37,6.46,light rain
590,Setermoen,NO,68.861,18.3486,29.43,54,16,8.99,few clouds
591,Shimoda,JP,34.6667,138.95,56.68,63,0,5.37,clear sky
592,Morondava,MG,-20.2833,44.2833,79.5,73,26,9.48,scattered clouds
593,Unai,BR,-16.3575,-46.9061,82.87,49,81,5.1,broken clouds
594,Bereda,ES,43.2686,-7.5406,45.41,100,96,2.86,overcast clouds
595,Bongandanga,CD,1.5,21.05,69.19,99,70,2.66,broken clouds
596,Chany,RU,55.3121,76.7647,2.07,96,7,6.42,clear sky
597,Cabedelo,BR,-6.9811,-34.8339,83.07,68,62,9.62,broken clouds
598,Inuvik,CA,68.3499,-133.7218,32.86,46,75,5.75,broken clouds
599,Buraydah,SA,26.326,43.975,63.05,74,100,14.99,overcast clouds
600,Qazvin,IR,36.2797,50.0049,44.22,76,0,4.61,clear sky
601,Sitka,US,57.0531,-135.33,39.09,81,20,5.75,few clouds
602,Alexandria,EG,31.2156,29.9553,61.34,42,0,5.44,clear sky
603,Soufriere,LC,13.8562,-61.0566,83.86,79,75,20.71,broken clouds
604,Boddam,GB,57.4667,-1.7833,50.38,84,100,40.47,overcast clouds
605,Alekseyevsk,RU,57.8406,108.3492,-16.28,100,98,2.93,overcast clouds
606,Sabha,LY,27.0377,14.4283,68.56,20,0,9.64,clear sky
607,Punta Alta,AR,-38.8759,-62.0736,68.54,70,100,13.98,light rain
608,Sisimiut,GL,66.9395,-53.6735,14.76,82,100,10.47,overcast clouds
609,Golden,US,39.7555,-105.2211,27.88,66,40,3.44,snow
610,Pemba,MZ,-12.974,40.5178,78.71,78,1,13.18,clear sky
611,Dakar,SN,14.6937,-17.4441,85.08,45,0,4.61,clear sky
612,Atocha,BO,-20.9333,-66.2333,69.33,16,67,11.36,broken clouds
613,Seoul,KR,37.5683,126.9778,45.84,97,0,1.14,fog
614,South Venice,US,27.0531,-82.4243,72.14,37,0,10.36,clear sky
615,Katherine,AU,-14.4667,132.2667,80.92,74,100,3.44,overcast clouds
616,Porbandar,IN,21.6422,69.6093,76.24,47,0,6.2,clear sky
617,Tamboril,DO,19.4854,-70.611,83.7,65,40,4.61,scattered clouds
618,Bairiki,KI,1.3292,172.9752,80.6,78,20,13.8,few clouds
619,Gopalpur,IN,19.2667,84.9167,69.64,60,100,8.55,overcast clouds
620,Krasnoarmeysk,RU,51.0239,45.6969,32.29,88,63,16.46,broken clouds
621,Bambui,BR,-20.0064,-45.9769,82.58,41,32,4.61,scattered clouds
622,Belgrade,RS,44.804,20.4651,52.7,97,75,11.5,broken clouds
623,Panaba,MX,21.2833,-88.2667,80.87,59,98,12.91,overcast clouds
624,Port Blair,IN,11.6667,92.75,79.65,83,87,9.24,overcast clouds
625,Bilma,NE,18.6853,12.9164,71.6,18,24,5.17,few clouds
626,Grand Island,US,40.925,-98.342,25.09,45,20,13.8,few clouds
627,Sivas,TR,39.7916,37.0019,47.03,81,75,10.36,broken clouds
628,Nanga Eboko,CM,4.6833,12.3667,72.05,73,24,3.2,few clouds
629,Vangaindrano,MG,-23.35,47.6,73.27,94,48,5.95,light rain
630,Arman,RU,59.7,150.1667,-9.58,81,9,7.02,clear sky
631,Macia,MZ,-25.0269,33.0989,81.77,53,95,7.0,overcast clouds
632,Elko,US,41.0002,-115.5012,26.74,58,4,11.99,clear sky
633,Haines Junction,CA,60.7522,-137.5108,4.95,85,14,2.3,few clouds
634,Loei,TH,17.4167,101.5,63.07,96,84,0.6,broken clouds
635,Polysayevo,RU,54.6012,86.2459,10.94,96,87,4.21,overcast clouds
636,Awbari,LY,26.5921,12.7805,68.25,20,2,7.4,clear sky
637,Ulaanbaatar,MN,47.9077,106.8832,10.53,72,100,17.9,overcast clouds
638,Port-Gentil,GA,-0.7193,8.7815,78.76,83,20,9.22,few clouds
639,Marawi,PH,7.9986,124.2928,69.44,92,99,2.77,overcast clouds
640,Espanola,US,35.9911,-106.0806,38.01,64,100,1.01,overcast clouds
641,Galveston,US,29.3669,-94.9669,59.18,61,100,1.99,overcast clouds
642,Kiunga,PG,-6.1219,141.2906,72.36,96,89,1.14,overcast clouds
643,Mombetsu,JP,44.3525,143.3525,36.3,81,100,3.27,overcast clouds
644,Auki,SB,-8.7676,160.7034,76.98,81,41,4.16,scattered clouds
645,Doha,QA,25.2867,51.5333,80.91,83,0,4.61,clear sky
646,Khandyga,RU,62.6667,135.6,-3.28,98,100,2.66,overcast clouds
647,Apsheronsk,RU,44.46,39.73,50.76,82,87,3.67,overcast clouds
648,Tamandare,BR,-8.7597,-35.1047,79.05,74,7,10.71,clear sky
649,Poronaysk,RU,49.2167,143.1167,25.97,87,100,4.36,overcast clouds
650,Aanekoski,FI,62.6946,25.818,26.67,100,9,5.37,clear sky
651,Ulaangom,MN,49.9811,92.0667,10.54,80,45,4.61,scattered clouds
652,Humaita,BR,-7.5061,-63.0208,82.33,84,100,2.46,overcast clouds
653,Komsomolskiy,UZ,40.4272,71.7189,43.52,81,100,2.3,mist
654,Morehead,US,37.2711,-87.1764,40.86,33,0,6.91,clear sky
655,Lerwick,GB,60.1545,-1.1494,48.2,69,100,31.5,overcast clouds
656,Zeya,RU,53.75,127.2667,16.27,94,100,5.88,overcast clouds
657,Angoche,MZ,-16.2325,39.9086,79.11,81,0,11.32,clear sky
658,Beyneu,KZ,45.3167,55.2,41.22,81,33,8.59,scattered clouds
659,Lere,NG,10.387,8.5726,70.18,34,35,5.48,scattered clouds
660,Csongrad,HU,46.7133,20.1424,44.15,96,100,7.96,light rain
661,Brzeg Dolny,PL,51.273,16.7082,31.05,83,8,1.01,clear sky
662,Manakara,MG,-22.1333,48.0167,74.03,92,41,8.16,scattered clouds
663,Kopong,BW,-24.4833,25.8833,79.03,61,0,2.3,clear sky
664,Santa Marta,CO,11.2408,-74.199,87.85,71,40,6.91,scattered clouds
665,Chiang Rai,TH,19.9167,99.9167,73.38,100,0,0.0,clear sky
666,Mackenzie,CA,55.2999,-123.1698,5.22,85,0,2.3,clear sky
667,Kovdor,RU,67.5662,30.4758,28.26,91,99,3.85,overcast clouds
668,Mecca,SA,21.4267,39.8261,77.25,68,1,7.2,clear sky
669,Maniitsoq,GL,65.4167,-52.9,26.19,69,94,11.45,overcast clouds
670,Ostrovnoy,RU,68.0531,39.5131,29.3,90,80,6.73,broken clouds
671,Coahuayana,MX,18.7333,-103.6833,88.09,53,4,6.17,clear sky
672,Sena Madureira,BR,-9.0656,-68.6569,92.84,44,98,2.66,overcast clouds
673,Bati,ET,11.1833,40.0167,62.85,38,0,2.48,clear sky
674,Kokkola,FI,63.8385,23.1307,22.03,98,100,6.91,overcast clouds
675,Mount Isa,AU,-20.7333,139.5,69.57,73,0,0.0,clear sky
676,San Juan Bautista,PE,-14.0108,-75.7358,85.69,32,56,16.96,broken clouds
677,Saint-Augustin,CA,51.226,-58.6502,28.98,98,100,2.84,light snow
678,Ondjiva,AO,-17.0667,15.7333,84.42,29,93,8.59,overcast clouds
679,Bandar-E Anzali,IR,37.4727,49.4622,60.91,75,5,5.88,clear sky
680,Iskateley,RU,67.6803,53.1512,6.6,91,24,4.79,few clouds
681,Fort-Shevchenko,KZ,44.5086,50.263,50.22,74,100,2.01,overcast clouds
682,Puri,IN,19.8,85.85,68.52,59,100,11.36,overcast clouds
683,Kysyl-Syr,RU,63.8986,122.7617,-28.88,100,87,2.8,overcast clouds
684,Baoqing,CN,46.3317,132.2111,22.62,90,62,4.21,broken clouds
685,Yulara,AU,-25.2406,130.9889,72.48,27,0,11.9,clear sky
686,Hibbing,US,47.4272,-92.9377,18.75,57,40,8.05,scattered clouds
687,Kuusamo,FI,65.9667,29.1833,28.44,93,100,4.61,overcast clouds
688,Lazaro Cardenas,MX,17.9583,-102.2,84.58,63,8,6.58,clear sky
689,Kuala Terengganu,MY,5.3302,103.1408,76.95,100,20,2.3,few clouds
690,Singaraja,ID,-8.112,115.0882,79.07,77,100,1.81,overcast clouds
